,question,context,context_len,options,answer,answer_idx,explanation,facts,patient,specialty
140,Which of the following is also most likely associated with the auscultatory findings in this patient?,"['A 25-year-old healthy man presents to the physician for an annual checkup.', 'He doesn’t have any concerns and feels completely healthy.', 'He recently started a new job and has been working out at a gym regularly.', 'He does not smoke cigarettes, drinks occasionally, and does not use illicit substances.', 'His vital signs include: pulse 80/min, respirations 14/min, and blood pressure 120/80 mm Hg.', 'Physical examination is significant for a splitting of the second heart sound heard on inspiration but not on expiration.']",6,"{'A': 'Decreased venous return', 'B': 'Increased intrapleural pressure', 'C': 'Increased right ventricular output', 'D': 'Increased systemic blood pressure'}",Increased right ventricular output,C,,"['1. A 25-year-old man presents to the physician for an annual checkup.', '2. He does not have any concerns and feels completely healthy.', '3. He recently started a new job.', '4. He has been working out at a gym regularly.', '5. He does not smoke cigarettes.', '6. He drinks occasionally.', '7. He does not use illicit substances.', '8. His pulse is 80/min.', '9. His respirations are 14/min.', '10. His blood pressure is 120/80 mm Hg.', '11. Physical examination is significant for a splitting of the second heart sound heard on inspiration but not on expiration.']","{'gender': 'Male', 'age': '25', 'specialties': ['Internal Medicine'], 'subspecialties': ['General Internal Medicine'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
142,Which of the following is the most likely mechanism of the patient illness?,"['A 41-year-old man presents with progressive fatigue, pain in the front of the chest, and difficulty breathing with minimal exertion while trying to sleep.', 'He reports having a flu-like illness consisting of fatigue, muscle pain, and cough 10 days ago that resolved spontaneously without seeking a medical help.', 'He has no past medical history.', 'He does not smoke cigarettes or drink alcohol.', 'His vital signs include a blood pressure of 100/70 mm Hg, a temperature of 37.5°C (99.5°F), and a regular radial pulse of 105/min.', 'On physical examination, the patient looks tired, the jugular venous pressure is elevated, pulmonary rales are present on both sides, and an S3 gallop is audible.', 'His ECG shows nonspecific ST-segment and T-wave abnormalities.', 'A 2-dimensional echocardiogram shows global left ventricular motion abnormalities and dilatation of the left ventricle.', 'Troponin I  and Creatine Kinase-MB are elevated.']",9,"{'A': 'Rupture of an atherosclerotic plaque in the coronary artery', 'B': 'Viral-mediated inflammation with local and systemic immunological activation', 'C': 'Infection of the endocardial surface of the heart with microembolization and immune complex deposition', 'D': 'Immune-mediated inflammation of the heart triggered by a preceding streptococcal infection'}",Viral-mediated inflammation with local and systemic immunological activation,B,,"['1. Patient is a 41-year-old man.', '2. Patient has progressive fatigue, pain in the front of the chest, and difficulty breathing with minimal exertion while trying to sleep.', '3. Patient had a flu-like illness consisting of fatigue, muscle pain, and cough 10 days ago that resolved spontaneously without seeking a medical help.', '4. Patient has no past medical history.', '5. Patient does not smoke cigarettes or drink alcohol.', ""6. Patient's blood pressure is 100/70 mm Hg."", ""7. Patient's temperature is 37.5°C (99.5°F)."", ""8. Patient's radial pulse is 105/min."", '9. Patient looks tired on physical examination.', ""10. Patient's jugular venous pressure is elevated."", '11. Pulmonary rales are present on both sides.', '12. An S3 gallop is audible.', ""13. Patient's ECG shows nonspecific ST-segment and T-wave abnormalities."", '14. 2-dimensional echocardiogram shows global left ventricular motion abnormalities and dilatation of the left ventricle.', '15. Troponin I is elevated.', '16. Creatine Kinase-MB is elevated.']","{'gender': 'Male', 'age': '41 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Cardiology', 'Cardiovascular Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
143,Which of the following treatment regimens is most appropriate in this patient?,"['A 31-year-old male presents to his primary care physician complaining of low back pain and fevers.', 'He reports a four-day history of intermittent fevers, chills, and low back pain.', 'He denies trauma or recent illness.', 'His past medical history is notable for recurrent renal stones, diabetes mellitus, and alcohol abuse.', 'He takes metformin but admits to missing several doses.', 'He has had multiple sexual partners and uses condoms intermittently.', 'His temperature is 100.6°F (38.1°C), blood pressure is 110/70 mmHg, pulse is 110/min, and respirations are 21/min.', 'On examination, he demonstrates mild tenderness to palpation along his lower back.', 'Sensation to touch is intact in the bilateral lower extremities.', 'Strength in leg and hip flexion and extension is 5/5 bilaterally.', 'The physician is unable to perform a digital rectal examination due to pain.', 'A urinalysis demonstrates leukocytes.']",12,"{'A': 'Ampicillin and gentamicin', 'B': 'Ciprofloxacin and trimethroprim-sulfamethoxazole', 'C': 'Terazosin', 'D': 'Ceftriaxone and doxycycline'}",Ceftriaxone and doxycycline,D,,"['1. Patient is a 31-year-old male.', '2. Patient is complaining of low back pain and fevers.', '3. Patient has a four-day history of intermittent fevers, chills, and low back pain.', '4. Patient denies trauma or recent illness.', ""5. Patient's past medical history is notable for recurrent renal stones, diabetes mellitus, and alcohol abuse."", '6. Patient takes metformin but admits to missing several doses.', '7. Patient has had multiple sexual partners and uses condoms intermittently.', ""8. Patient's temperature is 100.6°F (38.1°C)."", ""9. Patient's blood pressure is 110/70 mmHg."", ""10. Patient's pulse is 110/min."", ""11. Patient's respirations are 21/min."", '12. On examination, patient demonstrates mild tenderness to palpation along his lower back.', '13. Sensation to touch is intact in the bilateral lower extremities.', '14. Strength in leg and hip flexion and extension is 5/5 bilaterally.', '15. Physician is unable to perform a digital rectal examination due to pain.', '16. Urinalysis demonstrates leukocytes.']","{'gender': 'Male', 'age': '31', 'specialties': ['Internal Medicine'], 'subspecialties': ['Infectious Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
145,Which of the following is the most likely cause of this patient's presentation?,"['A 27-year-old woman presents to her primary care physician for a follow-up appointment.', 'At her previous visit she had missed her previous two menses and also had a blood pressure of 147/100 mmHg.', 'The patient has a past medical history of anxiety, depression, bulimia nervosa and irritable bowel syndrome.', 'Her physician prescribed her an exercise program as well as started her on hydrochlorothiazide and ordered lab work.', ""The results of the patient's lab work are below: |  | Serum: | Na+: 145 mEq/L | K+: 2.9 mEq/L | Cl-: 100 mEq/L | HCO3-: 30 mEq/L | BUN: 18 mg/dL | Ca2+: 10.9 mg/dL | Mg2+: 2.0 mEq/L | Creatinine: 1.2 mg/dL | Glucose: 110 mg/dL |  | The patient's blood pressure at this visit is 145/100 mmHg and she has still not experienced her menses."", 'Her cardiac, abdominal, and pulmonary exams are within normal limits.', ""Inspection of the patient's oropharynx is unremarkable as is inspection of her extremities."", 'The patient is started on furosemide and sent home.']",8,"{'A': 'Increased mineralocorticoid production', 'B': 'Vomiting', 'C': 'Increased reabsorption at the collecting duct', 'D': 'Decreased renal artery blood flow'}",Increased mineralocorticoid production,A,,"['1. A 27-year-old woman presents to her primary care physician for a follow-up appointment.', '2. At her previous visit she had missed her previous two menses and also had a blood pressure of 147/100 mmHg.', '3. The patient has a past medical history of anxiety, depression, bulimia nervosa and irritable bowel syndrome.', '4. Her physician prescribed her an exercise program as well as started her on hydrochlorothiazide and ordered lab work.', ""5. The results of the patient's lab work are: Na+: 145 mEq/L, K+: 2.9 mEq/L, Cl-: 100 mEq/L, HCO3-: 30 mEq/L, BUN: 18 mg/dL, Ca2+: 10.9 mg/dL, Mg2+: 2.0 mEq/L, Creatinine: 1.2 mg/dL, Glucose: 110 mg/dL."", ""6. The patient's blood pressure at this visit is 145/100 mmHg and she has still not experienced her menses."", '7. Her cardiac, abdominal, and pulmonary exams are within normal limits.', ""8. Inspection of the patient's oropharynx is unremarkable as is inspection of her extremities."", '9. The patient is started on furosemide and sent home.']","{'gender': 'Female', 'age': '27', 'specialties': ['Internal Medicine'], 'subspecialties': ['Endocrinology, Diabetes, and Metabolism'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
146,Which of the following is most likely to confirm the diagnosis?,"['A 59-year-old man is brought to the emergency room by his wife.', 'Thirty minutes ago, he was carrying heavy moving boxes from his house to a truck when he felt short of breath and suddenly lost consciousness.', 'His wife states that he fell to the ground and was unresponsive for 15 seconds before he regained consciousness.', 'He was not confused after this episode.', 'He does not have chest pain.', 'On questioning, he recalls experiencing episodic shortness of breath and chest tightness while playing tennis over the past year.', 'These symptoms resolved with rest.', 'He has no personal history of serious illness and takes no medication.', 'Vital signs are within normal limits.', 'His temperature is 36.7°C (98°F), heart rate is 95/min and pulse is delayed but regular, respirations are 20/min, and blood pressure is 104/80 mm Hg.']",10,"{'A': 'CT angiography', 'B': 'Echocardiogram', 'C': 'Cardiac enzymes', 'D': 'Electroencephalogram\n""'}",Echocardiogram,B,,"['1. A 59-year-old man is brought to the emergency room by his wife.', '2. Thirty minutes ago, he was carrying heavy moving boxes from his house to a truck.', '3. He felt short of breath and suddenly lost consciousness.', '4. His wife states that he fell to the ground and was unresponsive for 15 seconds before he regained consciousness.', '5. He was not confused after this episode.', '6. He does not have chest pain.', '7. On questioning, he recalls experiencing episodic shortness of breath and chest tightness while playing tennis over the past year.', '8. These symptoms resolved with rest.', '9. He has no personal history of serious illness and takes no medication.', '10. Vital signs are within normal limits.', '11. His temperature is 36.7°C (98°F).', '12. Heart rate is 95/min.', '13. Pulse is delayed but regular.', '14. Respirations are 20/min.', '15. Blood pressure is 104/80 mm Hg.']","{'gender': 'Male', 'age': '59', 'specialties': ['Internal Medicine', 'Cardiology'], 'subspecialties': ['Cardiovascular Disease', 'Echocardiogram'], 'specialty_prob': [0.6, 0.4], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Emergency Medicine'}",Internal Medicine
148,This patient's condition is most likely caused by mutation of an oncogene that encodes for a protein involved in which of the following cellular processes?,"['A 48-year-old woman comes to the physician because of a 3-month history of low-grade fever, unintentional weight loss, night sweats, and a right-sided neck mass.', 'Examination shows pallor.', 'There is a non-tender and immobile right-sided cervical mass and enlarged axillary and inguinal lymph nodes.', 'The liver is palpated 4 cm below the right costal margin, and the spleen is palpated 3 cm below the left costal margin.', 'Histopathologic examination of a cervical lymph node biopsy specimen shows a nodular proliferation of centrocytes and centroblasts that stain positive for CD20.', 'Genetic analysis shows a reciprocal translocation of chromosomes 14 and 18.']",6,"{'A': 'Hydrolysis of guanosine triphosphate', 'B': 'Upregulation of cytokine receptor binding', 'C': 'Transfer of phosphate from ATP to cellular protein', 'D': 'Inhibition of programmed cell death'}",Inhibition of programmed cell death,D,,"['1. A 48-year-old woman comes to the physician.', '2. She has a 3-month history of low-grade fever.', '3. She has a 3-month history of unintentional weight loss.', '4. She has a 3-month history of night sweats.', '5. She has a right-sided neck mass.', '6. Examination shows pallor.', '7. There is a non-tender and immobile right-sided cervical mass.', '8. There are enlarged axillary and inguinal lymph nodes.', '9. The liver is palpated 4 cm below the right costal margin.', '10. The spleen is palpated 3 cm below the left costal margin.', '11. Histopathologic examination of a cervical lymph node biopsy specimen shows a nodular proliferation of centrocytes and centroblasts.', '12. The nodular proliferation stains positive for CD20.', '13. Genetic analysis shows a reciprocal translocation of chromosomes 14 and 18.']","{'gender': 'Female', 'age': '48 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Medical Oncology', 'Hematology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Pathology'}",Internal Medicine
150,Which of the following manifestations is more specific for this patient’s condition?,"['An otherwise healthy 49-year-old man presents to his primary care doctor for routine screening.', 'He does not have any symptoms and take no medications.', 'He has smoked 15–20 cigarettes daily for the past 9 years.', 'His father died of diabetes complications and his mother has been recently diagnosed with proliferative diabetic retinopathy.', 'His blood pressure is 160/95 mm Hg, temperature is 36.9°C (98.4°F), pulse is 90/min, body mass index is 36 kg/m², fasting blood sugar 170 mg/dL, and A1c is 9%.']",5,"{'A': 'Kussmaul respiration', 'B': 'Unintentional weight loss', 'C': 'Acanthosis nigricans', 'D': 'Polyurea'}",Acanthosis nigricans,C,,"['1. An otherwise healthy 49-year-old man presents to his primary care doctor for routine screening.', '2. He does not have any symptoms and take no medications.', '3. He has smoked 15–20 cigarettes daily for the past 9 years.', '4. His father died of diabetes complications.', '5. His mother has been recently diagnosed with proliferative diabetic retinopathy.', '6. His blood pressure is 160/95 mm Hg.', '7. His temperature is 36.9°C (98.4°F).', '8. His pulse is 90/min.', '9. His body mass index is 36 kg/m².', '10. His fasting blood sugar is 170 mg/dL.', '11. His A1c is 9%.']","{'gender': 'Male', 'age': '49', 'specialties': ['Internal Medicine'], 'subspecialties': ['General Internal Medicine', 'Endocrinology, Diabetes, and Metabolism'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
152,Concurrent treatment with which of the following agents most likely predisposed the patient to this episode?,"['A 43-year-old man is brought to the emergency department by his wife after a near-syncopal episode.', 'He was doing yard work when he began feeling dizzy and had to lie down.', 'Earlier in the day, he was started on lisinopril.', 'On arrival, he is fully oriented.', 'His pulse is 100/min and blood pressure is 92/60 mm Hg.', 'Serum electrolytes are within normal limits.', 'An ECG shows no evidence of ischemia.']",7,"{'A': 'Ibuprofen', 'B': 'Hydrochlorothiazide', 'C': 'Lithium', 'D': 'Trimethoprim/sulfamethoxazole'}",Hydrochlorothiazide,B,,"['1. A 43-year-old man is brought to the emergency department by his wife.', '2. He had a near-syncopal episode.', '3. He was doing yard work when he began feeling dizzy and had to lie down.', '4. He was started on lisinopril earlier in the day.', '5. On arrival, he is fully oriented.', '6. His pulse is 100/min.', '7. His blood pressure is 92/60 mm Hg.', '8. His serum electrolytes are within normal limits.', '9. An ECG shows no evidence of ischemia.']","{'gender': 'Male', 'age': '43 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Cardiology', 'Cardiovascular Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Emergency Medicine'}",Internal Medicine
156,"Which of the following is the most appropriate next step in management?""","['Two days after undergoing a left total hip replacement, a 68-year-old man has increasing shortness of breath and chest pain for 30 minutes.', 'He has type 2 diabetes mellitus and bilateral osteoarthritis of the hips.', 'Prior to admission to the hospital, his medications were metformin and naproxen.', 'His temperature is 37.8°C (100°F), pulse is 110/min, respirations are 30/min, and blood pressure is 106/70 mm Hg.', 'Pulse oximetry on room air shows an oxygen saturation of 89%.', 'The lungs are clear to auscultation.', 'Cardiac examination shows no abnormalities.', 'The right lower extremity is swollen.', 'Right foot flexion in an upward direction causes pain in the right calf.', 'Pedal pulses are palpable.', 'Supplemental oxygen and intravenous fluid resuscitation are begun.', 'His hematocrit is 30%.', 'Arterial blood gas analysis on room air shows: | pH 7.48 | pCO2 27 mm Hg | pO2 68 mm Hg | HCO3- 23 mEq/L | An electrocardiogram shows sinus tachycardia and right axis deviation.']",13,"{'A': 'Administer alteplase', 'B': 'Obtain a spiral CT angiogram', 'C': 'Obtain an x-ray of the chest', 'D': 'Perfom an echocardiography'}",Obtain a spiral CT angiogram,B,,"['1. Patient is 68 years old.', '2. Patient has type 2 diabetes mellitus and bilateral osteoarthritis of the hips.', ""3. Patient's medications prior to admission were metformin and naproxen."", ""4. Patient's temperature is 37.8°C (100°F)."", ""5. Patient's pulse is 110/min."", ""6. Patient's respirations are 30/min."", ""7. Patient's blood pressure is 106/70 mm Hg."", '8. Pulse oximetry on room air shows an oxygen saturation of 89%.', '9. Lungs are clear to auscultation.', '10. Cardiac examination shows no abnormalities.', '11. Right lower extremity is swollen.', '12. Right foot flexion in an upward direction causes pain in the right calf.', '13. Pedal pulses are palpable.', '14. Supplemental oxygen and intravenous fluid resuscitation are begun.', ""15. Patient's hematocrit is 30%."", '16. Arterial blood gas analysis on room air shows: pH 7.48, pCO2 27 mm Hg, pO2 68 mm Hg, HCO3- 23 mEq/L.', '17. An electrocardiogram shows sinus tachycardia and right axis deviation.', '18. Patient has increasing shortness of breath and chest pain for 30 minutes, two days after undergoing a left total hip replacement.']","{'gender': 'Male', 'age': '68', 'specialties': ['Internal Medicine'], 'subspecialties': ['Pulmonary Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Emergency Medicine'}",Internal Medicine
158,Which of the following is the most likely cause of this patient's symptoms?,"['A 57-year-old man with HIV and GERD comes to the emergency department because of productive cough with malodorous phlegm and night sweats for the past week.', 'He has smoked 1 pack of cigarettes daily for 30 years and he drinks 8–10 beers daily.', 'His temperature is 38.9°C (102.0°F).', 'Physical examination shows coarse crackles and dullness to percussion at the right lung base.', 'Scattered expiratory wheezing is heard throughout both lung fields.', 'The CD4+ T-lymphocyte count is 280/mm3 (N ≥ 500).', 'An x-ray of the chest is shown.']",7,"{'A': 'Bronchiectasis', 'B': 'Adenocarcinoma in situ', 'C': 'Tuberculosis', 'D': 'Aspiration pneumonia'}",Aspiration pneumonia,D,,"['1. A 57-year-old man with HIV and GERD comes to the emergency department.', '2. He has had productive cough with malodorous phlegm and night sweats for the past week.', '3. He has smoked 1 pack of cigarettes daily for 30 years.', '4. He drinks 8–10 beers daily.', '5. His temperature is 38.9°C (102.0°F).', '6. Physical examination shows coarse crackles and dullness to percussion at the right lung base.', '7. Scattered expiratory wheezing is heard throughout both lung fields.', '8. The CD4+ T-lymphocyte count is 280/mm3 (N ≥ 500).', '9. An x-ray of the chest is shown.']","{'gender': 'Male', 'age': '57 years old', 'specialties': ['Internal Medicine', 'Pulmonary Disease'], 'subspecialties': ['Infectious Disease'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
160,The patient was most likely treated with an antibiotic that binds to which of the following?,"['A 37-year-old man comes to the emergency room with fever, chills, and left lower leg pain for 2 days.', 'He was recently discharged from the hospital after arthroscopic knee surgery.', 'Physical examination shows an erythematous lesion with poorly defined margins over the left shin but no fluctuance.', 'Treatment with an intravenous antibiotic is begun.', 'Shortly after starting the infusion, the patient develops flushing, erythema, and pruritus of the upper body.', 'The symptoms resolve after discontinuation of the infusion.', 'Before the next dose with the same agent, the patient is given diphenhydramine and ranitidine and the antibiotic is subsequently given at a slower infusion rate without complications.']",7,"{'A': 'Transpeptidase', 'B': 'Topoisomerase II', 'C': 'Dihydrofolate reductase', 'D': 'D-alanyl-D-alanine'}",D-alanyl-D-alanine,D,,"['1. A 37-year-old man comes to the emergency room with fever, chills, and left lower leg pain for 2 days.', '2. He was recently discharged from the hospital after arthroscopic knee surgery.', '3. Physical examination shows an erythematous lesion with poorly defined margins over the left shin but no fluctuance.', '4. Treatment with an intravenous antibiotic is begun.', '5. Shortly after starting the infusion, the patient develops flushing, erythema, and pruritus of the upper body.', '6. The symptoms resolve after discontinuation of the infusion.', '7. Before the next dose with the same agent, the patient is given diphenhydramine and ranitidine.', '8. The antibiotic is subsequently given at a slower infusion rate without complications.']","{'gender': 'Male', 'age': '37', 'specialties': ['Internal Medicine'], 'subspecialties': ['Infectious Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Emergency Medicine'}",Internal Medicine
165,"Which of the following is the most appropriate next step in management?""","['A 77-year-old man is brought to the physician because of a 2-day history of increasing shortness of breath and ankle swelling.', 'He has type 2 diabetes mellitus, hypertension, coronary artery disease, and congestive heart failure.', 'Current medications include lisinopril, metformin, and aspirin.', 'He has smoked half a pack of cigarettes daily for 50 years.', 'His temperature is 37.2°C (98.9°F), pulse is 100/min and regular, respirations are 20/min, and blood pressure is 100/65 mm Hg.', 'Pulse oximetry on room air shows an oxygen saturation of 91%.', 'There are jugular venous pulsations 5 cm above the sternal angle.', 'Crackles are heard at both lung bases.', 'Cardiac examination shows an S3 gallop.', 'There is edema from the mid-tibia to the ankle bilaterally.', 'Laboratory studies show: | Hemoglobin 14.1 g/dL | Leukocyte count 7100/mm3 | Serum | Na+ 129 mEq/L | Cl- 99 mEq/L | K+ 4.8 mEq/L | Urea nitrogen 48 mg/dL | Glucose 196 mg/dL | Creatinine 2.1 mg/dL | .']",11,"{'A': 'Discontinue metformin therapy', 'B': 'Begin vancomycin therapy', 'C': 'Begin nitroprusside therapy', 'D': 'Begin hydrochlorothiazide therapy'}",Discontinue metformin therapy,A,,"['1. Patient is 77 years old.', '2. Patient has 2-day history of increasing shortness of breath and ankle swelling.', '3. Patient has type 2 diabetes mellitus, hypertension, coronary artery disease, and congestive heart failure.', '4. Patient is taking lisinopril, metformin, and aspirin.', '5. Patient has smoked half a pack of cigarettes daily for 50 years.', ""6. Patient's temperature is 37.2°C (98.9°F)."", ""7. Patient's pulse is 100/min and regular."", ""8. Patient's respirations are 20/min."", ""9. Patient's blood pressure is 100/65 mm Hg."", '10. Pulse oximetry on room air shows an oxygen saturation of 91%.', '11. Jugular venous pulsations 5 cm above the sternal angle.', '12. Crackles are heard at both lung bases.', '13. Cardiac examination shows an S3 gallop.', '14. Patient has edema from the mid-tibia to the ankle bilaterally.', '15. Laboratory studies show hemoglobin 14.1 g/dL.', '16. Laboratory studies show leukocyte count 7100/mm3.', '17. Laboratory studies show serum Na+ 129 mEq/L.', '18. Laboratory studies show Cl- 99 mEq/L.', '19. Laboratory studies show K+ 4.8 mEq/L.', '20. Laboratory studies show urea nitrogen 48 mg/dL.', '21. Laboratory studies show glucose 196 mg/dL.', '22. Laboratory studies show creatinine 2.1 mg/dL.']","{'gender': 'Male', 'age': '77 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Cardiovascular Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
168,Inhibition of which of the following processes is the best explanation for such adverse effects?,"['A 21-year-old woman presents to her physician for a regular follow-up visit.', 'She was diagnosed with relapsing-remitting multiple sclerosis 2 months ago when she suffered a second episode of optic neuritis.', 'She was successfully treated with methylprednisolone pulse therapy and discharged.', 'Today, she only complains of slight fatigue with upper and lower extremity weakness.', 'Her blood pressure is 120/80 mm Hg, her heart rate is 63/min, her respiratory rate is 14/min, and her temperature is 36.7°C (98.0°F).', 'Neurological examination reveals brisk deep reflexes (3+ equal) and decreased strength (4/4) in the upper limbs.', 'The rest of the examination is unremarkable.', 'The patient is prescribed a drug that is an inhibitor of ɑ4-integrin (CD49d) for the prevention of relapses.', 'She is concerned about the side effects of this drug, among which is increased susceptibility to the upper respiratory tract and urinary tract infections.']",9,"{'A': 'Tight adhesion of leukocytes to the endothelial cells', 'B': 'Expression of selectins on the surface of endothelial cells', 'C': 'Formation of tight bounds between leukocytes and endothelial selectins', 'D': 'Inhibition of interaction between platelet endothelial cell adhesion molecules (PECAMs) on the surfaces of leukocytes and endothelial cells'}",Tight adhesion of leukocytes to the endothelial cells,A,,"['1. Patient is 21 years old.', '2. Patient was diagnosed with relapsing-remitting multiple sclerosis 2 months ago.', '3. Patient suffered a second episode of optic neuritis.', '4. Patient was successfully treated with methylprednisolone pulse therapy and discharged.', '5. Patient only complains of slight fatigue with upper and lower extremity weakness.', ""6. Patient's blood pressure is 120/80 mm Hg."", ""7. Patient's heart rate is 63/min."", ""8. Patient's respiratory rate is 14/min."", ""9. Patient's temperature is 36.7°C (98.0°F)."", '10. Neurological examination reveals brisk deep reflexes (3+ equal).', '11. Neurological examination reveals decreased strength (4/4) in the upper limbs.', '12. The rest of the examination is unremarkable.', '13. Patient is prescribed a drug that is an inhibitor of ɑ4-integrin (CD49d) for the prevention of relapses.', '14. Patient is concerned about the side effects of this drug, among which is increased susceptibility to the upper respiratory tract and urinary tract infections.']","{'gender': 'Female', 'age': '21', 'specialties': ['Internal Medicine'], 'subspecialties': ['Rheumatology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Allergy and Immunology'}",Internal Medicine
169,Which of the following is the most likely cause of her current condition?,"['Two days after undergoing internal fixation of a displaced right femoral fracture sustained during a motor vehicle accident, a 34-year-old woman develops sudden shortness of breath.', 'On examination, she is oriented only to person.', 'Her temperature is 38.3°C (100.9°F), pulse is 122/min, respiratory rate is 31/min, and blood pressure is 152/90 mm Hg.', 'Pulse oximetry on room air shows an oxygen saturation of 83%.', 'There are several scattered petechiae on the anterior chest wall.', 'Her hemoglobin concentration is 10.3 g/dL, leukocyte count is 9,500/mm3, and platelet count is 140,000/mm3.']",6,"{'A': 'Fat globules entering the circulation', 'B': 'Rupture of a coronary plaque', 'C': 'Damage to the alveolar capillary endothelium', 'D': 'Bacterial invasion of the pulmonary parenchyma'}",Fat globules entering the circulation,A,,"['1. A 34-year-old woman developed sudden shortness of breath two days after undergoing internal fixation of a displaced right femoral fracture sustained during a motor vehicle accident.', '2. On examination, she is oriented only to person.', '3. Her temperature is 38.3°C (100.9°F).', '4. Her pulse is 122/min.', '5. Her respiratory rate is 31/min.', '6. Her blood pressure is 152/90 mm Hg.', '7. Pulse oximetry on room air shows an oxygen saturation of 83%.', '8. There are several scattered petechiae on the anterior chest wall.', '9. Her hemoglobin concentration is 10.3 g/dL.', '10. Her leukocyte count is 9,500/mm3.', '11. Her platelet count is 140,000/mm3.']","{'gender': 'Female', 'age': '34', 'specialties': ['Internal Medicine'], 'subspecialties': ['Pulmonary Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Orthopaedic Surgery'}",Internal Medicine
171,Which of the following is the most likely cause of this patient’s current condition?,"['A 70-year-old man is brought to the emergency department by staff of the group home where he resides because of fever, a productive cough, and blood-tinged sputum for 2 days.', 'The staff report that he developed myalgia, headache, and rhinorrhea 7 days ago, which improved initially before worsening again.', 'He has hypertension and Alzheimer disease.', 'Current medications include enalapril and donepezil.', 'On arrival, he is obtunded.', 'His temperature is 39.8°C (103.6°F), pulse is 120/min, respirations are 22/min and shallow, and blood pressure is 100/60 mm Hg.', 'Pulse oximetry on 10 L/min of oxygen via nasal cannula shows an oxygen saturation of 92%.', 'Examination shows scattered crackles and rhonchi throughout both lung fields.', 'An x-ray of the chest shows bilateral lung opacities and multiple small, thin-walled cystic spaces within the basal pulmonary parenchyma.']",9,"{'A': 'Infection with Staphylococcus aureus', 'B': 'Infection with Aspergillus fumigatus', 'C': 'Foreign body aspiration', 'D': 'Granulomatosis with polyangiitis'}",Infection with Staphylococcus aureus,A,,"['1. A 70-year-old man is brought to the emergency department.', '2. He resides in a group home.', '3. He has fever, a productive cough, and blood-tinged sputum for 2 days.', '4. He developed myalgia, headache, and rhinorrhea 7 days ago.', '5. His symptoms initially improved before worsening again.', '6. He has hypertension and Alzheimer disease.', '7. His current medications include enalapril and donepezil.', '8. On arrival, he is obtunded.', '9. His temperature is 39.8°C (103.6°F).', '10. His pulse is 120/min.', '11. His respirations are 22/min and shallow.', '12. His blood pressure is 100/60 mm Hg.', '13. Pulse oximetry on 10 L/min of oxygen via nasal cannula shows an oxygen saturation of 92%.', '14. Examination shows scattered crackles and rhonchi throughout both lung fields.', '15. An x-ray of the chest shows bilateral lung opacities.', '16. An x-ray of the chest shows multiple small, thin-walled cystic spaces within the basal pulmonary parenchyma.']","{'gender': 'Male', 'age': '70 years old', 'specialties': ['Internal Medicine', 'Pulmonary Disease'], 'subspecialties': ['Pulmonary Disease', 'General Pulmonary Disease'], 'specialty_prob': [0.6666666666666666, 0.3333333333333333], 'subspecialty_prob': [0.6666666666666666, 0.3333333333333333], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
